route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
TEAL,T1 UIF,[@6.0.28930857@][31][1653075191269]/2__T1_UIF,PAR,0,T1 UIF,[@15.0.79613563@]47
GREENHOPPER EVENING,R3 MF,[@14.0.50384734@][1270492238828]/37__R3_MF,Round Barn Road / Parkland College,1,R3 MF,HOPPER EV 62
ILLINI EVENING SATURDAY,I3 UI SA,[@6.0.28931507@][2][1654195464142]/52__I3_UI_SA,PAR,1,I3 UI SA,[@124.0.92260187@]220S ILLINI 20
YELLOW SUNDAY,Y2 UISU,[@124.0.92236898@][1484325332995]/83__Y2_UISU,Savoy Walmart,1,Y2 UISU,[@124.0.92236898@]100S
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][1][1622384291845]/23__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@6.0.14330204@]6
NAVY,N2 MF,[@124.0.103534744@][32][1510344867429]/19__N2_MF,Carle at the Fields,1,N2 MF,[@124.0.103534744@]4
ORANGE,O1 MF,[@2.0.86175868@][1458585713139]/77__O1_MF,Illinois Terminal,1,O1 MF,[@2.0.86175868@]70
GREEN,GN3 NOSCH,[@14.0.56288551@][3][1303835312544]/0__GN3_NOSCH,Stillwater Landing,0,GN3 NOSCH,[@15.0.73007320@]506
SILVER LATE NIGHT,SV4 UI NOSCH,[@12.0.42230752@][3][1246897479875]/2__SV4_UI_NOSCH,Lincoln Square,0,SV4 UI NOSCH,130N SILVER LATE 1
SILVER,SV4 UI F,[@6.0.28932250@][2][1654215235685]/131__SV4_UI_F,PAR,1,SV4 UI F,SILVER 120
SILVER,SV4 UI F,[@6.0.28932250@][1][1654214032262]/78__SV4_UI_F,Lincoln Square,0,SV4 UI F,[@6.0.28932250@]1
GOLD,G3 NON UI MF,[@6.0.28929634@][32][1654207207844]/3__G3_NON_UI_MF,Mattis & Devonshire,1,G3 NON UI MF,[@6.0.28929634@]52
ORANGEHOPPER,O3 MF,[@15.0.68513410@][3][1368193229378]/5__O3_MF,Lincoln Square,0,O3 MF,[@15.0.73009483@]22
ILLINI,I1 UI MTH,[@6.0.28930998@][1][1654015280092]/4__I1_UI_MTH,Lincoln & Killarney,0,I1 UI MTH,22N ILLINI 10
PINK,P2 NOSCH MF,[@2.0.81838518@][12][1430161301181]/27__P2_NOSCH_MF,Round Barn Road,1,P2 NOSCH MF,[@2.0.81838518@]103
ILLINI LIMITED,I2 NONUI MF,[@6.0.14327389@][2][1622152086585]/70__I2_NONUI_MF,ARC,1,I2 NONUI MF,ILLINI 845
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/143__T1_UISA,Orchard Downs,0,T1 UISA,12E TEAL WEEKEND 13
SILVER,SV4 NON UI  NOSCH,[@6.0.28932250@][2][1654525478258]/16__SV4_NON_UI__NOSCH,PAR,1,SV4 NON UI  NOSCH,SILVER 120
SILVER,SV4 UI NOSCH,[@6.0.28932250@][2][1654215235685]/131__SV4_UI_NOSCH,PAR,1,SV4 UI NOSCH,SILVER 120
LIME EVENING,LM2 MF,[@124.0.94416751@][12][1496264709690]/4__LM2_MF,YMCA,1,LM2 MF,[@15.0.73008754@]38
GOLD,B2 MF,[@6.0.28929634@][32][1657300006893]/0__B2_MF,Mattis & Devonshire,1,B2 MF,[@6.0.28929634@]46
BRONZE,BZ1 NOSCHMF,[@7.0.41201636@][4][1243606711390]/7__BZ1_NOSCHMF,Transit Plaza,1,BZ1 NOSCHMF,8W
GREENHOPPER EVENING SATURDAY,GN5SA (+GN4 11:11),[@7.0.42019048@][4][1256062611953]/2__GN5SA_(+GN4_11:11),Round Barn Road,1,GN5SA (+GN4 11:11),50W HOPPER 104
NAVY,N2 MF,[@124.0.103534744@][32][1510344867429]/17__N2_MF,Carle at the Fields,1,N2 MF,[@124.0.103534744@]4
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/78__SV1_NONUISU,Transit Plaza,1,SV1 NONUISU,[@124.0.92241454@]7
SILVER,SV2 UIMF,[@6.0.28932250@][2][1654215198541]/119__SV2_UIMF,PAR,1,SV2 UIMF,SILVER 120
TEAL EVENING SATURDAY,T1 UISA,[@124.0.92279199@][1484345597711]/19__T1_UISA,Orchard Downs,0,T1 UISA,[@124.0.92279199@]TEAL EVENING 13
GREENHOPPER,GNX5 MF,[@7.0.41101146@][4][1237930167062]/30__GNX5_MF,Parkland College,1,GNX5 MF,5W HOPPER 81
GREEN LATE NIGHT SATURDAY,GN3  UISA,[@124.0.92344750@][1484579800344]/4__GN3__UISA,Illinois Terminal,1,GN3  UISA,[@124.0.92344750@]50W-LATE
BROWN,BB1 MF,[@2.0.80548152@][12][1425572294334]/29__BB1_MF,Parkland College,1,BB1 MF,[@15.0.61662606@]366
GREEN EVENING SATURDAY,GN3 NONUISA,[@124.0.92311676@][1484576395235]/16__GN3_NONUISA,Lincoln Square,1,GN3 NONUISA,[@124.0.92311676@]GREEN EV 61
SILVER LATE NIGHT,SV4 UI NOSCH,[@12.0.42230752@][3][1246897512562]/8__SV4_UI_NOSCH,Lincoln Square,0,SV4 UI NOSCH,130N SILVERLATE 2
TEAL LATE NIGHT SATURDAY,T2 UISA,[@124.0.92275054@][1484344751044]/83__T2_UISA,Illinois Terminal,1,T2 UISA,[@124.0.92275054@]120W TEAL LATE 12
ILLINI,I1 UIF,[@6.0.28930998@][2][1654023658965]/81__I1_UIF,PAR,1,I1 UIF,22S ILLINI 20
ORANGEHOPPER,O2 MF,[@14.0.52435578@][4][1275670882890]/8__O2_MF,Illinois Terminal,1,O2 MF,6WIT->CF HOPPER
SILVER SATURDAY,SV2 UISA,[@12.0.44184681@][1250945403296]/277__SV2_UISA,Vet-Med,1,SV2 UISA,130S SILVER WEEKEND 3
BLUE,B2 MF,[@14.0.56288268@][4][1302636648404]/12__B2_MF,Round Barn Road,1,B2 MF,4W
GREY SATURDAY,GR4SA,[@15.0.73008535@][31][1401898680792]/12__GR4SA,Lincoln Square - Urbana Walmart,0,GR4SA,[@15.0.69172548@]1
BROWN,BA2 NOSCHMF,[@2.0.80548152@][11][1425506717219]/16__BA2_NOSCHMF,Parkland College,0,BA2 NOSCHMF,[@15.0.61662606@]694
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072041692]/23__L1SA,Illinois Terminal,1,L1SA,30SBB->IT
ILLINI EVENING,I4  UIF LATE,[@6.0.28928828@][2][1654116482633]/14__I4__UIF_LATE,PAR,1,I4  UIF LATE,220S ILLINI 20
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/80__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
GREY,GR4 MF,[@14.0.51708898@][4][1283962911796]/1__GR4_MF,Parkland College,1,GR4 MF,7WLSE->
GOLD,G4 NON UI MF,[@6.0.28929634@][32][1653684014142]/65__G4_NON_UI_MF,Mattis & Devonshire,1,G4 NON UI MF,GOLD 425
ILLINI LIMITED SUNDAY,I2  UI SU,[@6.0.14330187@][1][1622252763821]/11__I2__UI_SU,Lincoln & Killarney,0,I2  UI SU,[@6.0.14330187@]6
YELLOW EVENING SATURDAY,Y4SA,[@124.0.92247832@][1484327725398]/28__Y4SA,Champaign Walmart,0,Y4SA,[@124.0.92247832@]100N
GOLD,G3 NON UI MF,[@7.0.41203042@][3][1246637954390]/14__G3_NON_UI_MF,Richardson Estates,0,G3 NON UI MF,[@6.0.28929634@]1
GOLD,G1 MF NONUI,[@6.0.28929634@][32][1654208058442]/20__G1_MF_NONUI,Mattis & Devonshire,1,G1 MF NONUI,[@6.0.28929634@]52
YELLOW EVENING SATURDAY,Y4SA,[@124.0.92247832@][1484327725398]/5__Y4SA,Transit Plaza,1,Y4SA,[@124.0.92247832@]100S->PLAZA
ILLINI,I2 UI-F,[@6.0.28930998@][1][1654017631899]/20__I2_UI-F,Lincoln & Anthony,0,I2 UI-F,[@15.0.63192528@]35
ILLINI LIMITED,I1 NONUIMF,[@6.0.14327389@][1][1622146809102]/6__I1_NONUIMF,Lincoln & Killarney,0,I1 NONUIMF,[@6.0.14327389@]10
GREEN LATE NIGHT,GR5 UIMF,[@7.0.38112640@][3][1219153537453]/5__GR5_UIMF,Lincoln Square,0,GR5 UIMF,50E->50WLNIGHT
GREEN EXPRESS,GNX1 SCHMF,[@6.0.28930500@][31][1656509493493]/0__GNX1_SCHMF,Fourth & Gregory,0,GNX1 SCHMF,GREEN EX 1
BROWN,BB1 MF,[@15.0.61662606@][20][1329164155233]/6__BB1_MF,Parkland College,1,BB1 MF,[@15.0.61662606@]11
ILLINI,I5  UIF,[@6.0.28930998@][2][1654023280185]/71__I5__UIF,PAR,1,I5  UIF,22S ILLINI 20
TEAL,T1 UIM-F,[@6.0.28930857@][32][1653599876628]/32__T1_UIM-F,Illinois Terminal,1,T1 UIM-F,TEAL 23
TEAL LATE NIGHT SATURDAY,T1 UISA,[@124.0.92275054@][1484344751044]/31__T1_UISA,Orchard Downs,0,T1 UISA,[@124.0.92275054@]120E TEAL LATE 13
GOLD,G2 NON UI MF,[@6.0.28929634@][31][1653678007410]/11__G2_NON_UI_MF,Cunningham & Perkins,0,G2 NON UI MF,[@6.0.28929634@]18
TEAL SUNDAY,T2  NONUISU,[@124.0.92229742@][1484323714302]/14__T2__NONUISU,Orchard Downs,0,T2  NONUISU,[@124.0.92229742@]12E TEAL WEEKEND 13
SILVER,SV2 NON UI,[@6.0.28932250@][2][1654525442681]/9__SV2_NON_UI,PAR,1,SV2 NON UI,SILVER 120
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/171__SV2_UISA,Lincoln Square,0,SV2 UISA,[@124.0.92284627@]130N SILVER EVENING 1
GREY SUNDAY,GR1 SU,[@2.0.85633657@][31][1463430303388]/34__GR1_SU,Lincoln Square - Urbana Walmart,0,GR1 SU,70E-WKND
SILVER,SV4 UI SCH MTH,[@6.0.28932250@][2][1654215235685]/132__SV4_UI_SCH_MTH,PAR,1,SV4 UI SCH MTH,SILVER 120
ORANGE,O2 MF,[@2.0.86175868@][1458585713139]/95__O2_MF,Round Barn Road - Plastipak,1,O2 MF,[@2.0.86175868@]ORANGE 31
ILLINI LIMITED SATURDAY,I1 UI SA,[@6.0.14330204@][1][1622384291845]/2__I1_UI_SA,Lincoln & Killarney,0,I1 UI SA,[@6.0.14330204@]6
SILVER,SV4 UI F,[@6.0.28932250@][1][1654214032262]/76__SV4_UI_F,Lincoln Square,0,SV4 UI F,[@6.0.28932250@]1
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/174__SV2_UISA,Lincoln Square,0,SV2 UISA,[@124.0.92284627@]130N SILVER EVENING 1
GREY SUNDAY,GR1 SU,[@2.0.85633657@][32][1463429698711]/10__GR1_SU,Round Barn Road,1,GR1 SU,70WIT->CF
ORANGE,O4 MF,[@2.0.86175868@][1458585713139]/2__O4_MF,Lincoln Square - US 150 & Dodson,0,O4 MF,[@2.0.86175868@]ORANGE 13
LAVENDER,O3 MF,[@15.0.63192662@][2][1343847939085]/0__O3_MF,Illinois Terminal,1,O3 MF,ORB4PO
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/160__T2_UISA,Orchard Downs,0,T2 UISA,12E TEAL WEEKEND 13
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/59__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
ILLINI EVENING SUNDAY,I5 UI SU,[@6.0.28932555@][2][1654268532247]/37__I5_UI_SU,PAR,1,I5 UI SU,[@124.0.92263401@]220S ILLINI 20
RUBY,RUB2 SCH WED,[@15.0.64600293@][2][1340052703956]/1__RUB2_SCH_WED,Lincoln Square,1,RUB2 SCH WED,[@15.0.64600293@]2
GREENHOPPER,GNX5 MF,[@7.0.41101146@][4][1237930167062]/23__GNX5_MF,Parkland College,1,GNX5 MF,5W HOPPER 81
1N YELLOW ALT,3N 1N SHOW Reg Dismiss,[@2.0.83502711@][1][1445980249284]/0__3N_1N_SHOW_Reg_Dismiss,Newton & Nobel,0,3N 1N SHOW Reg Dismiss,[@6.0.4563144@]22
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/82__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
ILLINI LIMITED SUNDAY,I1 SU,[@6.0.14330187@][2][1622253008700]/39__I1_SU,ARC,1,I1 SU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072086256]/35__L1SA,Illinois Terminal,1,L1SA,30SBB->IT
TEAL,T1 NON UI MF,[@7.0.41893871@][3][1243541396687]/83__T1_NON_UI_MF,Orchard Downs,0,T1 NON UI MF,12E TEAL 13
SILVER,SV4 NON UI SCH,[@6.0.28932250@][1][1654525562862]/32__SV4_NON_UI_SCH,PAR,0,SV4 NON UI SCH,[@6.0.28932250@]1
GREEN SATURDAY,GN1SA,GN3SAT008__GN1SA,Orchard Downs,0,GN1SA,50E->PC
RUBY,RUB2  NOSCH,[@15.0.64600293@][2][1339519291486]/11__RUB2__NOSCH,Lincoln Square,1,RUB2  NOSCH,[@15.0.64600293@]2
RED,R1 MF,[@14.0.56288404@][1][1302710188407]/4__R1_MF,Market Place,0,R1 MF,RED 2
GREEN,GN7 NON UI,8GN503__GN7_NON_UI,Round Barn Road - Holiday Park,1,GN7 NON UI,5W CCSJ SG
TEAL EVENING,T1 NON UI MF,[@7.0.41903462@][3][1243545697437]/18__T1_NON_UI_MF,Orchard Downs,0,T1 NON UI MF,TEAL EVENING 13
ILLINI LIMITED SUNDAY,I1 SU,[@6.0.14330187@][1][1622252763821]/2__I1_SU,Lincoln & Killarney,0,I1 SU,[@6.0.14330187@]6
ILLINI LIMITED EVENING SATURDAY,I1 NONUISA,[@6.0.14330915@][2][1622384801956]/24__I1_NONUISA,Transit Plaza,1,I1 NONUISA,[@124.0.92348983@]ILLINI 845 315
ILLINI LIMITED SATURDAY,I1 UI SA,[@6.0.14330204@][1][1622384291845]/16__I1_UI_SA,Lincoln & Killarney,0,I1 UI SA,[@6.0.14330204@]6
BLUE,B3 NOSCHMF,[@14.0.56288268@][4][1302638165831]/22__B3_NOSCHMF,Round Barn Road,1,B3 NOSCHMF,4W
RED SATURDAY,R1SA,20RED001__R1SA,Champaign Meijer,0,R1SA,20C GW->MP
ILLINI,I1 UI MTH,[@6.0.28930998@][2][1654023658965]/81__I1_UI_MTH,PAR,1,I1 UI MTH,22S ILLINI 20
SILVER,SV4 NON UI  NOSCH,[@6.0.28932250@][2][1654525478258]/21__SV4_NON_UI__NOSCH,PAR,1,SV4 NON UI  NOSCH,SILVER 120
GREEN,GN7 UI F,8GN507__GN7_UI_F,Round Barn Road - Holiday Park,1,GN7 UI F,5W-AM
GREENHOPPER EVENING SATURDAY,GN2  UISA,[@7.0.42019048@][1245177724421]/77__GN2__UISA,Sunnycrest,0,GN2  UISA,50E HOPPER 102
ILLINI,I5  UIF,[@6.0.28930998@][1][1654019163045]/43__I5__UIF,Lincoln & Killarney,0,I5  UIF,22N ILLINI 10
SILVER,SV4 NON UI SCH,[@6.0.28932250@][1][1654525562862]/42__SV4_NON_UI_SCH,PAR,0,SV4 NON UI SCH,[@6.0.28932250@]1
GREEN LATE NIGHT,GN7 UI F,[@7.0.38112640@][3][1219153533843]/3__GN7_UI_F,Lincoln Square,0,GN7 UI F,50E->50WLNIGHT
GREY SATURDAY,GR4SA,[@15.0.73008535@][31][1401898680792]/4__GR4SA,Lincoln Square - Urbana Walmart,0,GR4SA,[@6.0.21654298@]9
GOLD,G1 MF NONUI,[@6.0.28929634@][32][1656537079908]/0__G1_MF_NONUI,Mattis & Devonshire,1,G1 MF NONUI,[@6.0.28929634@]10
GREEN EVENING,GNX5 MF,[@7.0.41201218@][4][1243955229203]/27__GNX5_MF,Round Barn Road,1,GNX5 MF,[@15.0.66064083@]71
GREEN,GN2 MF,2GN545__GN2_MF,Round Barn Road - Holiday Park,1,GN2 MF,5WPMIT->
ILLINI EVENING,I4  UIF LATE,[@6.0.28928828@][1][1654031157948]/18__I4__UIF_LATE,Lincoln & Killarney,0,I4  UIF LATE,220N ILLINI 10
LAVENDER SUNDAY,L2 SU,[@15.0.71205318@][1381241976567]/26__L2_SU,Champaign Walmart,0,L2 SU,[@15.0.71205318@]30NIT->BB
TEAL LATE NIGHT SUNDAY,T1 UISU,[@124.0.92276155@][1484344792164]/20__T1_UISU,Orchard Downs,0,T1 UISU,[@124.0.92276155@]120E TEAL LATE 13
ILLINI,I1 UIF,[@6.0.28930998@][2][1654023658965]/79__I1_UIF,PAR,1,I1 UIF,22S ILLINI 20
TEAL,T1 NON UI MF,[@7.0.41893871@][3][1243541396687]/95__T1_NON_UI_MF,Orchard Downs,0,T1 NON UI MF,12E TEAL 13
ILLINI LIMITED SUNDAY,I1 SU,[@6.0.14330187@][2][1622253008700]/49__I1_SU,ARC,1,I1 SU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
ORANGE,O2 MF,[@124.0.125764723@][31][1561045261795]/0__O2_MF,Lincoln Square - US 150 & Dodson,0,O2 MF,[@2.0.86175868@]ORANGE 12
ILLINI,I5  UIF,[@6.0.28930998@][2][1654023280185]/74__I5__UIF,PAR,1,I5  UIF,22S ILLINI 20
TEAL SATURDAY,T1 NONUI SA,[@12.0.44194660@][1250946648828]/23__T1_NONUI_SA,Illinois Terminal,1,T1 NONUI SA,TEAL WEEKEND 16
ILLINI EVENING,I1 UIF LATE,[@6.0.28928828@][1][1654090108948]/0__I1_UIF_LATE,Lincoln & Killarney,0,I1 UIF LATE,220N ILLINI 10
ILLINI LIMITED EVENING SATURDAY,I1 NONUISA,[@6.0.14330915@][1][1622384693780]/7__I1_NONUISA,Lincoln & Killarney,0,I1 NONUISA,[@124.0.92348983@]22N 316
GREY ALT,N3 HS Early Dismiss,[@4.0.3874302@][32][1598468536409]/0__N3_HS_Early_Dismiss,Bradley & Romine,1,N3 HS Early Dismiss,[@2.0.84907145@]GREY 1535
YELLOW SATURDAY,Y2 UISA,[@15.0.63192124@][1][1342109289752]/4__Y2_UISA,Champaign Walmart,0,Y2 UISA,[@14.0.57766396@]Y1SATPO
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/70__SV1_NONUISU,Transit Plaza,1,SV1 NONUISU,[@124.0.92241454@]7
GOLDHOPPER,G3 NON UI MF,[@6.0.28930011@][31][1653411591839]/15__G3_NON_UI_MF,Lincoln Square,0,G3 NON UI MF,GOLDHOPPER 2
GREY ALT,N3 MTTF Reg Dismiss,[@4.0.3874302@][32][1598468536409]/0__N3_MTTF_Reg_Dismiss,Bradley & Romine,1,N3 MTTF Reg Dismiss,[@2.0.84907145@]GREY 1535
LINK,LN2 MF,[@6.0.15252684@][2][1622672028480]/77__LN2_MF,Water Survey,1,LN2 MF,[@6.0.15252684@]2
GREEN EXPRESS,G4 NON UI MF,1GNX100__G4_NON_UI_MF,Fourth & Gregory,0,G4 NON UI MF,GREEN EX 1
SILVER EVENING SUNDAY,SV2 UISU,[@124.0.92286725@][1484347296458]/172__SV2_UISU,PAR,1,SV2 UISU,[@124.0.92286725@]SILVER 121
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][1][1338468644723]/0__Y4SA,Champaign Walmart,0,Y4SA,[@14.0.57766396@]100NY1
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/54__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92276155@]120W TEAL LATE 12
ILLINI LIMITED EVENING,I2 NONUI MF,[@6.0.14328849@][2][1622467715328]/24__I2_NONUI_MF,Transit Plaza,1,I2 NONUI MF,ILLINI 845 315
GREEN,GN2 MF,[@14.0.46304650@][3][1270561983328]/1__GN2_MF,Florida & Philo,0,GN2 MF,GREEN 525
SILVER SATURDAY,SV1-1 UISA,[@12.0.44184681@][1250945403296]/68__SV1-1_UISA,Lincoln Square,0,SV1-1 UISA,130N SILVER WEEKEND 2
GOLD,G2 NON UI MF,[@6.0.28929634@][31][1654361987195]/0__G2_NON_UI_MF,Cunningham & Perkins,0,G2 NON UI MF,[@6.0.28929634@]9
TEAL,T1 NON UI MF,[@14.0.51708725@][4][1277828617859]/0__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,12W TEAL 12
LAVENDER,L2 NOSCH MF,[@15.0.63192662@][2][1334601002186]/17__L2_NOSCH_MF,Illinois Terminal,1,L2 NOSCH MF,LAVENDER 2
ILLINI EVENING SATURDAY,I3 UI SA,[@6.0.28931507@][2][1654195464142]/54__I3_UI_SA,PAR,1,I3 UI SA,[@124.0.92260187@]220S ILLINI 20
GREY,GR2 MF,[@2.0.80545657@][31][1425487371613]/1__GR2_MF,Urbana Walmart,0,GR2 MF,7E->LSG
GREEN LATE NIGHT,GR5 UIMF,8GN531__GR5_UIMF,Lincoln Square,0,GR5 UIMF,50ELTNT->
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071381711]/14__L2SA,Champaign Walmart,0,L2SA,30NIT->BB
SILVER,SV4 UI SCH MTH,[@6.0.28932250@][1][1654214032262]/70__SV4_UI_SCH_MTH,Lincoln Square,0,SV4 UI SCH MTH,[@6.0.28932250@]1
TEAL,T1 UIM-F,[@6.0.28930857@][32][1653599702162]/25__T1_UIM-F,Illinois Terminal,1,T1 UIM-F,12W TEAL 12
NAVY,N2 MF,[@124.0.103534744@][31][1510337405478]/20__N2_MF,Illinois Terminal,0,N2 MF,[@124.0.103534744@]2
YELLOW SUNDAY,Y3 SU,[@124.0.92236898@][1484325332995]/92__Y3_SU,Savoy Walmart,1,Y3 SU,[@124.0.92236898@]100S
RED SATURDAY,R2SA,20RED030__R2SA,Philo & Silver,1,R2SA,20U->PS
SILVER SATURDAY,SV2 UISA,[@12.0.44184681@][1250945403296]/81__SV2_UISA,Lincoln Square,0,SV2 UISA,130N SILVER WEEKEND 1
PINK ALT,16B #2 SHOW Reg Dismiss,[@6.0.21655829@][12][1643655272850]/0__16B_#2_SHOW_Reg_Dismiss,Sawgrass / Kirby & Cobblefield,1,16B #2 SHOW Reg Dismiss,[@4.0.3877259@]103
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][1][1622384291845]/21__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@6.0.14330204@]6
GOLD ALT,9A 10E 6E HS Early Out,[@6.0.14328426@][31][1623166943422]/2__9A_10E_6E_HS_Early_Out,Eastern & Perkins,0,9A 10E 6E HS Early Out,[@2.0.84927215@]GOLD 1535
SILVER,SV2 UIMF,[@6.0.28932250@][2][1654215198541]/113__SV2_UIMF,PAR,1,SV2 UIMF,SILVER 120
ILLINI,I2 UI-F,[@6.0.28930998@][1][1654017581186]/15__I2_UI-F,Lincoln & Killarney,0,I2 UI-F,22N ILLINI 10
GREY EVENING,L2 NOSCH MF,[@124.0.143437300@][31][1591365669945]/0__L2_NOSCH_MF,Main & Route 150,0,L2 NOSCH MF,[@124.0.143437300@]74
SILVER EVENING,SV4 UI SCH MTH,[@12.0.42224456@][4][1246897225718]/14__SV4_UI_SCH_MTH,Vet-Med,1,SV4 UI SCH MTH,130S SILVER EVENING 3
TEAL,T3 UIMF,[@6.0.28930857@][32][1653599999128]/41__T3_UIMF,Illinois Terminal,1,T3 UIMF,12W TEAL 12
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071381711]/8__L2SA,Champaign Walmart,0,L2SA,30NIT->BB
SILVER,SV2 UIMF,[@6.0.28932250@][2][1654215198541]/109__SV2_UIMF,PAR,1,SV2 UIMF,SILVER 120
ILLINI EVENING SATURDAY,I1 UI SA,[@6.0.28931507@][1][1654194398119]/18__I1_UI_SA,Lincoln & Killarney,0,I1 UI SA,[@124.0.92260187@]220N ILLINI 10
ILLINI,I2 UI-F,[@6.0.28930998@][1][1654017581186]/18__I2_UI-F,Lincoln & Killarney,0,I2 UI-F,22N ILLINI 10
YELLOW EVENING SATURDAY,Y1 NONUI SA,[@124.0.92247832@][1484327725398]/24__Y1_NONUI_SA,Illinois Terminal,0,Y1 NONUI SA,[@124.0.92247832@]100N->IT
GREEN EXPRESS ALT,GN6 SCHMF,[@2.0.84953216@][1455638733399]/23__GN6_SCHMF,Vet-Med,0,GN6 SCHMF,[@2.0.84953216@]43
ILLINI,I2 UI-MTH,[@6.0.28930998@][1][1654017581186]/14__I2_UI-MTH,Lincoln & Killarney,0,I2 UI-MTH,22N ILLINI 10
SILVER EVENING SUNDAY,SV2 UISU,[@124.0.92286725@][1484347296458]/121__SV2_UISU,Lincoln Square,0,SV2 UISU,[@124.0.92286725@]130N SILVER EVENING 2
RED,R3 MF,[@14.0.56288404@][1][1302720941921]/10__R3_MF,Market Place - Apollo,0,R3 MF,[@2.0.80546903@]59
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][1][1363725754977]/14__SV2_NON_UI,Lincoln Square,0,SV2 NON UI,[@15.0.67924657@]4
TEAL,T1 UIM-F,[@6.0.28930857@][32][1653599876628]/28__T1_UIM-F,Illinois Terminal,1,T1 UIM-F,TEAL 23
SILVER EVENING SATURDAY,SV3 UISA,[@124.0.92284627@][1484347218447]/106__SV3_UISA,PAR,1,SV3 UISA,[@124.0.92284627@]SILVER 121
SILVER EVENING SUNDAY,SV2 UISU,[@124.0.92286725@][1484347296458]/160__SV2_UISU,PAR,1,SV2 UISU,[@124.0.92286725@]SILVER 121
LAVENDER,L2 NOSCH MF,[@15.0.63192662@][1][1334087990782]/10__L2_NOSCH_MF,Champaign Walmart,0,L2 NOSCH MF,[@15.0.63192662@]3
7E GREY ALT,5E SHOW MF,[@7.0.41202938@][3][1252953625765]/0__5E_SHOW_MF,Fairlawn & Vine,0,5E SHOW MF,7E GREY ALT 5
SILVER SATURDAY,SV2 UISA,[@12.0.44184681@][1250945403296]/83__SV2_UISA,Lincoln Square,0,SV2 UISA,130N SILVER WEEKEND 2
SILVER LIMITED EVENING SATURDAY,SV1 NONUISA,[@124.0.92350475@][1484580809807]/57__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@124.0.92350475@]2
SILVER,SV4 NON UI SCH,[@6.0.28932250@][2][1654525478258]/20__SV4_NON_UI_SCH,PAR,1,SV4 NON UI SCH,SILVER 120
GREY SATURDAY,GN3  UISA,[@15.0.73008535@][31][1401898680792]/7__GN3__UISA,Lincoln Square - Urbana Walmart,0,GN3  UISA,[@15.0.69172548@]1
SILVER LATE NIGHT,SV4 UI SCH MTH,[@12.0.42230752@][3][1246897479875]/0__SV4_UI_SCH_MTH,Lincoln Square,0,SV4 UI SCH MTH,130N SILVER LATE 1
TEAL SATURDAY,T2 NONUI SA,[@12.0.44194660@][1250946648828]/160__T2_NONUI_SA,Orchard Downs,0,T2 NONUI SA,12E TEAL WEEKEND 13
GREENHOPPER EVENING SATURDAY,GR4SA,[@7.0.42019048@][4][1256062611953]/1__GR4SA,Round Barn Road,1,GR4SA,50W HOPPER 104
ILLINI LIMITED EVENING SATURDAY,I2  NONUISA,[@6.0.14330915@][1][1622384693780]/12__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@124.0.92348983@]22N 316
BLUE,B1 MF,[@14.0.56288268@][3][1307562704668]/0__B1_MF,Transit Plaza,0,B1 MF,BLUE 3
SILVER,SV4 UI NOSCH,[@6.0.28932250@][2][1654215235685]/133__SV4_UI_NOSCH,PAR,1,SV4 UI NOSCH,SILVER 120
